,GARCH,EGARCH,GJR-GARCH,HAR-RV,LightGBM,XGBoost,Ensemble,actual
2023-05-08,0.17135696104643156,0.17435265627057472,0.1443786255186069,0.15818582928941294,0.14089392449070573,0.13680357,0.15681223827551674,0.05274680194614729
2023-05-09,0.1605068137302597,0.1592582872679998,0.13745308755300809,0.15742625786004033,0.1189408084453948,0.115186766,0.14562462667856493,0.06151084888174818
2023-05-10,0.15274466876699908,0.15346178934043192,0.13498447143691847,0.14909984664663575,0.13573682511336066,0.14175522,0.14586044684233182,0.0990812573299257
2023-05-11,0.145661719331442,0.1481230246606529,0.12899045329246778,0.14592338381770592,0.1340392978548028,0.12118491,0.14187480033465025,0.11885200927851954
2023-05-12,0.13738556759969334,0.1382720035528539,0.12389905545424877,0.1435906790817868,0.11631661237507801,0.12353367,0.13243095301885272,0.11876350203934087
2023-05-15,0.12984019273877634,0.1293198242526345,0.11918506385654355,0.10011074972212414,0.10768121305609174,0.10860796,0.1125440518389974,0.11690271436505185
2023-05-16,0.123800394728055,0.12388090665438455,0.11444256082409793,0.09525094443148588,0.13165238519512548,0.13670857,0.11690124145155545,0.13424647558057737
2023-05-17,0.12255218245953273,0.12565392300171235,0.11884025466141365,0.09375938631395897,0.1338954117550547,0.11936521,0.11673566017618213,0.11704358678273634
2023-05-18,0.1335429170686739,0.1383549926265006,0.11537935910480672,0.10663112310726923,0.0930544177775553,0.09937319,0.11107615265116615,0.11435483962076719
2023-05-19,0.13653765086531253,0.1444127921336035,0.11175843780575546,0.1138265803920953,0.11833009836417244,0.119313285,0.12289810987386007,0.14643392604004646
2023-05-22,0.1290221212223395,0.13452439009076086,0.10806967274983587,0.11770245687160037,0.1042525205705144,0.10981302,0.11699236622148475,0.1464298377196042
2023-05-23,0.121959992210612,0.12341235910242394,0.1042397012162771,0.12078527068652088,0.12269091623362072,0.118651174,0.1218120597102512,0.13005731855959027
2023-05-24,0.131622617077028,0.13526139315502966,0.12815599605223676,0.1323529267956849,0.13100418169325986,0.13226496,0.13165990852199091,0.13799294590730393
2023-05-25,0.13089891917407298,0.13757501131995306,0.13295660982328575,0.12667063914141752,0.13639248033446316,0.15143697,0.13132067954998455,0.1603260986667176
2023-05-26,0.13288938798328534,0.14235169075306936,0.12761464195492495,0.12528064813643564,0.14472896073650676,0.14896369,0.1342996656187426,0.13204471201197243
2023-05-30,0.14458293081564272,0.15499005166886326,0.12330126893956991,0.14011568910029237,0.11090138948995762,0.0954537,0.13186666980196424,0.1330954314431517
2023-05-31,0.13610198215990096,0.14135612591451846,0.11817716990761334,0.1415046588267337,0.11299357256840246,0.09188815,0.1302000711850124,0.1286753094181312
2023-06-01,0.13284317873574575,0.1405455996346686,0.12130233460183763,0.13418389630465005,0.09403634891618726,0.08951744,0.12035447465219436,0.1167440959242584
2023-06-02,0.13678904415915766,0.14710664856510336,0.11714882517992957,0.13827697350823587,0.05232089058378116,0.053840447,0.10912896941705823,0.05657981022652914
2023-06-05,0.1519577499828156,0.16245859619223554,0.11433682769244641,0.1498781079335516,0.08389282085645733,0.08442089,0.1285762262576082,0.08565640326920566
2023-06-06,0.14325200574013486,0.15152908546721847,0.11087756843842855,0.13718305187910373,0.07101172282513948,0.08787039,0.11714892681479268,0.09728271398544598
2023-06-07,0.13552409966721013,0.14247734776397492,0.10688685592374393,0.1369504434478519,0.08153311225394527,0.08592274,0.1180025517896691,0.09360852053232796
2023-06-08,0.12962341137101235,0.13716118465837338,0.10660333371708326,0.13481130757471166,0.07287389780291437,0.062770694,0.11243620558287946,0.1192845370262448
2023-06-09,0.12723629557976981,0.13691996611240284,0.10330879723731408,0.1284370176237558,0.08820187657595077,0.072576396,0.11462506325982547,0.12183752525325794
2023-06-12,0.12052575888422971,0.12732518165539236,0.09997368757790358,0.09750080097404804,0.08894694848294146,0.099644445,0.1023245027804064,0.10789492170711902
2023-06-13,0.1254053287545111,0.13443397318263203,0.09779982101003046,0.10661145799287776,0.07590864005037676,0.07724987,0.10264180893258855,0.10310076616182808
2023-06-14,0.12476776716141805,0.1359498085649148,0.09546302827743379,0.10922625281141521,0.0711248592856914,0.08426992,0.10170629308617489,0.10624216138547465
2023-06-15,0.11821051960366508,0.12587170829300112,0.09287433705152859,0.10608959018202395,0.06794369314546811,0.099106945,0.09741460097705239,0.08295708308083487
2023-06-16,0.13085898349227099,0.13908184833691156,0.09209465134093746,0.11719500170936627,0.07215415003592505,0.12181422,0.10673604507918744,0.08496559704234627
2023-06-20,0.12532067854516662,0.13388762642072025,0.09344012147265192,0.12212186387956425,0.07141505650665755,0.079369836,0.10628586631046281,0.11235251590169215
2023-06-21,0.12152667853736973,0.1312927724623799,0.09689914590504267,0.11763084413759467,0.05373805597049466,0.08019144,0.09763185954848635,0.10599738706278647
